Timestamp,Milliseconds,X,Y,Z
2021-03-04 00:42:36,2,0.14505613,0.01591301,-0.07828617
2021-03-04 00:42:36,20,-0.058740616,-0.018942833,-0.1423378
2021-03-04 00:42:36,22,-0.058740616,-0.018942833,-0.1423378
2021-03-04 00:42:36,32,-0.096737385,-0.01685381,-0.24904537
2021-03-04 00:42:36,42,-0.096737385,-0.01685381,-0.24904537
2021-03-04 00:42:36,52,-0.08637178,0.005788803,-0.17295551
2021-03-04 00:42:36,62,-0.08637178,0.005788803,-0.17295551
2021-03-04 00:42:36,72,-0.0937444,0.0031671524,-0.07707262
2021-03-04 00:42:36,83,-0.0937444,0.0031671524,-0.07707262
2021-03-04 00:42:36,92,-0.051178813,0.019433498,-0.081148624
2021-03-04 00:42:36,102,-0.051178813,0.019433498,-0.081148624
2021-03-04 00:42:36,112,-0.15474927,-2.002716E-5,0.04829073
2021-03-04 00:42:36,122,-0.15474927,-2.002716E-5,0.04829073
2021-03-04 00:42:36,132,0.29271126,-0.008677483,0.32857752
2021-03-04 00:42:36,142,0.29271126,-0.008677483,0.32857752
2021-03-04 00:42:36,152,0.25756,0.025425434,0.3709159
2021-03-04 00:42:36,162,0.25756,0.025425434,0.3709159
2021-03-04 00:42:36,172,0.28423905,0.018147945,0.12552977
2021-03-04 00:42:36,182,0.28423905,0.018147945,0.12552977
2021-03-04 00:42:36,192,0.2599777,-0.004295826,-0.026137352
2021-03-04 00:42:36,202,0.2599777,-0.004295826,-0.026137352
2021-03-04 00:42:36,212,0.19711566,0.039000034,-0.015180588
2021-03-04 00:42:36,222,0.19711566,0.039000034,-0.015180588
2021-03-04 00:42:36,232,0.20352829,0.031942368,-0.08791113
2021-03-04 00:42:36,242,0.20352829,0.031942368,-0.08791113
2021-03-04 00:42:36,253,0.10086465,0.024216175,-0.12226868
2021-03-04 00:42:36,262,0.10086465,0.024216175,-0.12226868
2021-03-04 00:42:36,272,-0.29747343,0.030990124,-0.15714121
2021-03-04 00:42:36,282,-0.29747343,0.030990124,-0.15714121
2021-03-04 00:42:36,292,-0.030722141,0.04847765,-0.07738018
2021-03-04 00:42:36,302,-0.030722141,0.04847765,-0.07738018
2021-03-04 00:42:36,312,0.110978484,0.048307896,-0.050716877
2021-03-04 00:42:36,322,0.110978484,0.048307896,-0.050716877
2021-03-04 00:42:36,333,0.19995236,0.05458641,-0.04259348
2021-03-04 00:42:36,342,0.19995236,0.05458641,-0.04259348
2021-03-04 00:42:36,352,-0.045215726,0.024130344,0.011373043
2021-03-04 00:42:36,362,-0.045215726,0.024130344,0.011373043
2021-03-04 00:42:36,372,-0.045215726,0.024130344,0.011373043
2021-03-04 00:42:36,382,-0.28298295,0.023361683,0.010045052
2021-03-04 00:42:36,392,0.25653887,0.0025353432,0.072508335
2021-03-04 00:42:36,402,0.25653887,0.0025353432,0.072508335
2021-03-04 00:42:36,412,0.09670758,0.036716938,0.097837925
2021-03-04 00:42:36,423,0.09670758,0.036716938,0.097837925
2021-03-04 00:42:36,432,0.09670758,0.036716938,0.097837925
2021-03-04 00:42:36,442,-0.29409015,0.034269333,0.0016508102
2021-03-04 00:42:36,453,-0.29409015,0.034269333,0.0016508102
2021-03-04 00:42:36,462,0.25203967,0.06857109,-0.07834005
2021-03-04 00:42:36,472,0.25203967,0.06857109,-0.07834005
2021-03-04 00:42:36,483,0.22909892,0.064284325,-0.14267302
2021-03-04 00:42:36,493,0.22909892,0.064284325,-0.14267302
2021-03-04 00:42:36,502,0.20432651,0.036542892,-0.1485281
2021-03-04 00:42:36,513,0.20432651,0.036542892,-0.1485281
2021-03-04 00:42:36,522,0.18735796,0.04024458,-0.11123991
2021-03-04 00:42:36,533,0.18735796,0.04024458,-0.11123991
2021-03-04 00:42:36,543,0.13268399,0.045665264,-0.05968952
2021-03-04 00:42:36,552,0.13268399,0.045665264,-0.05968952
2021-03-04 00:42:36,562,0.0137940645,0.06441069,-0.021359444
2021-03-04 00:42:36,572,0.0137940645,0.06441069,-0.021359444
2021-03-04 00:42:36,582,-0.30696195,0.01988411,0.07865858
2021-03-04 00:42:36,592,-0.30696195,0.01988411,0.07865858
2021-03-04 00:42:36,602,-0.29208052,-0.02613163,0.15051842
2021-03-04 00:42:36,612,-0.29208052,-0.02613163,0.15051842
2021-03-04 00:42:36,622,-0.29327297,-0.007897854,0.06226921
2021-03-04 00:42:36,632,-0.29327297,-0.007897854,0.06226921
2021-03-04 00:42:36,642,-0.1636771,-3.9291382E-4,-0.070653915
2021-03-04 00:42:36,652,-0.1636771,-3.9291382E-4,-0.070653915
2021-03-04 00:42:36,662,0.23047447,0.036504745,-0.082136154
2021-03-04 00:42:36,673,0.23047447,0.036504745,-0.082136154
2021-03-04 00:42:36,682,0.13913095,0.078205585,0.010483742
2021-03-04 00:42:36,692,0.13913095,0.078205585,0.010483742
2021-03-04 00:42:36,702,0.14214599,0.047570705,0.05642605
2021-03-04 00:42:36,712,0.14214599,0.047570705,0.05642605
2021-03-04 00:42:36,723,0.1645137,0.05332899,-0.062692165
2021-03-04 00:42:36,732,0.1645137,0.05332899,-0.062692165
2021-03-04 00:42:36,742,0.17365515,0.03497696,-0.15934277
2021-03-04 00:42:36,753,0.17365515,0.03497696,-0.15934277
2021-03-04 00:42:36,762,0.13386565,0.024256706,-0.16185045
2021-03-04 00:42:36,773,0.13386565,0.024256706,-0.16185045
2021-03-04 00:42:36,783,0.16823554,0.022639751,-0.12759018
2021-03-04 00:42:36,793,0.16823554,0.022639751,-0.12759018
2021-03-04 00:42:37,802,-0.21783167,-0.007352829,0.024755478
2021-03-04 00:42:37,812,-0.21783167,-0.007352829,0.024755478
2021-03-04 00:42:37,823,-0.101909816,0.0045876503,0.21193361
2021-03-04 00:42:37,833,-0.101909816,0.0045876503,0.21193361
2021-03-04 00:42:37,842,0.17470431,0.01210022,0.18075752
2021-03-04 00:42:37,853,0.17470431,0.01210022,0.18075752
2021-03-04 00:42:37,862,0.1549539,0.054316998,-0.027925968
2021-03-04 00:42:37,872,0.1549539,0.054316998,-0.027925968
2021-03-04 00:42:37,883,0.099933684,0.046224117,-0.0774622
2021-03-04 00:42:37,893,0.099933684,0.046224117,-0.0774622
2021-03-04 00:42:37,902,0.14941156,0.00906229,-0.060007572
2021-03-04 00:42:37,913,0.14941156,0.00906229,-0.060007572
2021-03-04 00:42:37,923,-0.116683245,-0.002151966,-0.08198357
2021-03-04 00:42:37,933,-0.116683245,-0.002151966,-0.08198357
2021-03-04 00:42:37,942,0.12386972,0.012815952,-0.05464506
2021-03-04 00:42:37,953,0.12386972,0.012815952,-0.05464506
2021-03-04 00:42:37,963,0.117833436,0.016433239,-0.03312874
2021-03-04 00:42:37,973,0.117833436,0.016433239,-0.03312874
2021-03-04 00:42:37,982,0.0837307,0.046896935,0.014894962
2021-03-04 00:42:37,993,0.0837307,0.046896935,0.014894962
2021-03-04 00:42:37,1002,0.0812248,0.047401905,0.035962105
2021-03-04 00:42:37,1012,0.0812248,0.047401905,0.035962105
2021-03-04 00:42:37,1023,0.08223277,0.031395912,0.020163536
2021-03-04 00:42:37,1032,0.08223277,0.031395912,0.020163536
2021-03-04 00:42:37,1043,0.116413295,0.013381004,0.048142433
2021-03-04 00:42:37,1052,0.116413295,0.013381004,0.048142433
2021-03-04 00:42:37,1063,0.11507535,-0.012932301,0.08543587
2021-03-04 00:42:37,1072,0.11507535,-0.012932301,0.08543587
2021-03-04 00:42:37,1083,-0.16688836,0.0032963753,0.0034909248
2021-03-04 00:42:37,1093,-0.16688836,0.0032963753,0.0034909248
2021-03-04 00:42:37,1103,0.10148239,0.022060394,-0.037800312
2021-03-04 00:42:37,1112,0.10148239,0.022060394,-0.037800312
2021-03-04 00:42:37,1122,0.0313136,0.027012825,0.038462162
2021-03-04 00:42:37,1133,0.0313136,0.027012825,0.038462162
2021-03-04 00:42:37,1142,0.07531166,0.031093597,-0.018575668
2021-03-04 00:42:37,1153,0.07531166,0.031093597,-0.018575668
2021-03-04 00:42:37,1162,-0.0352816,0.026499748,-0.10923815
2021-03-04 00:42:37,1173,-0.0352816,0.026499748,-0.10923815
2021-03-04 00:42:37,1182,0.08353782,0.0048947334,-0.086033344
2021-03-04 00:42:37,1192,0.08353782,0.0048947334,-0.086033344
2021-03-04 00:42:37,1203,0.035229802,0.024962425,-0.06911802
2021-03-04 00:42:37,1212,0.035229802,0.024962425,-0.06911802
2021-03-04 00:42:37,1222,0.05551094,0.025249481,-0.07456446
2021-03-04 00:42:37,1232,0.05551094,0.025249481,-0.07456446
